OBJECTID,N_SQ_IR,C_CAINSEE,N_QU,C_IR,C_TYPEIR,L_IR,M2_IP,M2_POP,M2_EMP,NOM_EPT,EPT,IRIS,IRIS_NUM,DEP,UU2010,COM,LIBCOM,LIBIRIS,TYP_IRIS,MODIF_IRIS,LAB_IRIS,SHAPE_ha,P12_POP1564,P12_ACT1564,TX12_ACT1564,P12_ACTOCC1564,TX12_ACTOCC1564,C12_ACTOCC15P,C12_ACTOCC15P_TCOM,TX12_ACTOCC15P_TCOM,C12_ACT1564_CS1,C12_ACT1564_CS2,C12_ACT1564_CS3,C12_ACT1564_CS4,C12_ACT1564_CS5,C12_ACT1564_CS6,SHAPE_Length,SHAPE_Area
2157,930002259,93066,,930660802,H,Centre-Ville Basilique 2,345026.60257827,65158.02738669,113572.09038693,Plaine Commune,T6,930660802,930660802,93,00851,93066,Saint-Denis,Centre-ville  Basilique 02,H,00,2,37.8880469445,1737.72245147291,1209.54289809303,69.6050682355981,974.448383484762,56.0761807881811,976.879684986828,632.707376010199,64.7681987591676,0,20.2342445078123,238.197936030351,250.991204847773,378.466621249345,263.319403967622,2919.01033476943,378897.896220762
2158,930001102,93066,,930660901,H,République Gare Porte de Paris 1,135845.06632955,73189.37128838,114971.92536613,Plaine Commune,T6,930660901,930660901,93,00851,93066,Saint-Denis,Republique gare Porte de Paris 01,H,00,2,17.668904028,2607.86227594718,1768.40249373623,67.8104250384136,1282.90996682405,49.1939309317282,1293.4899499457,845.579264007398,65.3719237666205,0,82.7779162873963,284.469220165167,393.383889789215,536.196724002747,405.806792291764,2203.06075959442,176698.888354927
2159,930002262,93066,,930660902,H,République Gare Porte de Paris 2,315917.83488261,58769.05638669,292618.83167659,Plaine Commune,T6,930660902,930660902,93,00851,93066,Saint-Denis,Republique gare Porte de Paris 02,H,00,1,46.4033595596,1743.69290343987,1301.34416925459,74.6315000013683,989.566355841121,56.7511833011967,989.566355841121,646.815615974979,65.3635415307943,0,66.0933729120491,176.33475639922,239.759267293978,411.165005287422,354.795786664071,3606.53471987194,464057.10304748
2160,930001104,93066,,930660903,H,République Gare Porte de Paris 3,62583.33221063,61485.8354057,62583.33221063,Plaine Commune,T6,930660903,930660903,93,00851,93066,Saint-Denis,Republique gare Porte de Paris 03,H,00,1,7.87136745105,1488.53251680229,1120.23229949934,75.257496013984,802.391801922119,53.9048890679151,811.553766266809,542.584871470448,66.857538468014,0,30.8022611800741,174.596655446058,190.819277264621,368.584360234762,308.016539265065,1245.9902776438,78717.7654858398
2161,930002254,93066,,930660904,H,République Gare Porte de Paris 4,84697.4269454,70872.32587754,79111.7592222,Plaine Commune,T6,930660904,930660904,93,00851,93066,Saint-Denis,Republique gare Porte de Paris 04,H,00,1,14.0286635806,2262.92797303523,1724.21085054718,76.1938016186401,1205.19931176342,53.2584035428623,1220.43602999083,855.698232617795,70.114140486677,0,73.9628421760805,191.697923301737,295.118350722256,597.955103356003,433.502342043785,2113.84145251943,140293.444064988
2162,930001106,93066,,930660905,H,République Gare Porte de Paris 5,96499.0040747,94522.4344969,96499.0040747,Plaine Commune,T6,930660905,930660905,93,00851,93066,Saint-Denis,Republique gare Porte de Paris 05,H,00,1,11.4529723723,1791.03630016513,1474.23721672707,82.3119674677253,1244.93474154116,69.5091853485262,1251.74091178265,786.97679331012,62.8705817555611,2.93875400423444,72.666503300299,349.389595275592,394.275860250654,367.818610671012,250.654896284267,1448.31040343058,114535.242307144
2163,930002256,93066,,930660906,H,République Gare Porte de Paris 6,91683.3248753,65222.68379257,90852.45168379,Plaine Commune,T6,930660906,930660906,93,00851,93066,Saint-Denis,Republique gare Porte de Paris 06,H,00,2,11.6836440482,1689.81074071746,1342.67786077316,79.4572923712797,1058.54832209407,62.6430106394416,1056.54831390438,718.218745748326,67.9778422147317,3.39329838860442,50.3850029807738,206.606747258128,364.812095255005,318.691531817776,360.494003437943,1559.58855182115,116841.562356716
2164,930002257,93066,,930660907,H,République Gare Porte de Paris 7,88748.56336529,50271.77108395,64099.21567759,Plaine Commune,T6,930660907,930660907,93,00851,93066,Saint-Denis,Republique gare Porte de Paris 07,H,00,1,14.3385229451,2093.95345664199,1606.78421169843,76.7344759551241,1195.74802661492,57.1048044464419,1221.27426455434,836.52912378314,68.4964178859856,0,54.5301478999903,193.78425651784,313.632792156702,511.383566943286,493.353429441615,1913.48912985835,143390.756728747
2165,930002253,93066,,930660908,H,République Gare Porte de Paris 8,143201.62557322,73572.75886849,118546.3101934,Plaine Commune,T6,930660908,930660908,93,00851,93066,Saint-Denis,Republique gare Porte de Paris 08,H,00,1,20.4826397092,1174.45070190045,904.468609114399,77.0120540309461,618.957092428573,52.7018368184379,632.19390884505,431.114904086281,68.1934605908939,0,39.339844138103,94.3799368800651,177.163333006519,229.111231434215,308.473587062279,2357.67387913554,204834.398981111
2166,930002298,93066,,930661001,H,Delaunay Belleville 1,80728.28825705,67730.76999339,72046.49168485,Plaine Commune,T6,930661001,930661001,93,00851,93066,Saint-Denis,Delaunay  Belleville 01,H,00,2,11.016528188,1398.89646474069,1015.42046787917,72.587249555127,708.270326811826,50.6306467035869,708.270326811826,379.012076736232,53.5123472477379,0,24.6466994065259,62.4663719802386,171.294131374823,449.638380638379,279.839477726044,1996.85711774221,110172.40701954
2167,930002306,93066,,930661002,H,Delaunay Belleville 2,136801.78850659,55196.35632819,129078.09735025,Plaine Commune,T6,930661002,930661002,93,00851,93066,Saint-Denis,Delaunay  Belleville 02,H,00,1,15.2594413095,1889.31649970036,1346.51913780287,71.2701729972945,1034.71721911622,54.7667486776474,1044.17838349234,550.338184918734,52.7053800020341,0,36.6388659115264,127.928232830496,269.727510589691,458.439411195583,412.489515384258,2301.151436654,152604.002962059
2168,930002261,93066,,930661003,H,Delaunay Belleville 3,62284.4467404,61986.56959092,62284.4467404,Plaine Commune,T6,930661003,930661003,93,00851,93066,Saint-Denis,Delaunay  Belleville 03,H,00,1,7.4158592877,1391.79513232419,1089.39426050205,78.2726017070372,872.638030566016,62.6987413807646,884.157461466614,579.518211913884,65.5446837436169,0,29.8597587532168,185.675983039558,269.930354850409,294.874077002675,257.240713610591,1368.88242058397,74163.0320599647
2169,930002307,93066,,930661004,H,Delaunay Belleville 4,351730.77065047,179554.84075642,347607.88769579,Plaine Commune,T6,930661004,930661004,93,00851,93066,Saint-Denis,Delaunay  Belleville 04,H,00,1,39.5525217147,991.316327957974,760.583815219319,76.7246330730834,618.7396939775,62.4159692045072,628.739734925944,306.152957371295,48.6931142354723,0,28.6891098835451,163.90693395237,193.947251801016,266.787951947667,93.1997856749497,4189.80327991462,395550.088537579
2170,930002245,93066,,930661101,H,Plaine 1,829411.7911978,244893.61654513,746738.46690741,Plaine Commune,T6,930661101,930661101,93,00851,93066,Saint-Denis,Plaine 01,H,00,1,111.346083859,2835.86046493162,2282.94865450545,80.5028555789857,1768.05812200182,62.3464427769174,1771.16539994354,1096.30277521301,61.8972556288619,1.03575931390796,88.4250632370621,319.095420231349,494.932252940855,753.807113787412,448.408289312736,6337.69356576095,1113486.41706262
2171,930002213,93066,,930661102,H,Plaine 2,665583.38215009,289019.71922022,632774.44672099,Plaine Commune,T6,930661102,930661102,93,00851,93066,Saint-Denis,Plaine 02,H,00,1,81.9920281342,4656.71943289007,3576.00112927468,76.7922822237828,2766.2803949446,59.404059763759,2812.32797370716,1612.65158504068,57.3422303556906,0,158.678452266133,505.325141153752,695.025205775549,1132.7365207636,850.6306769525,4242.70862559036,819926.700855899
2172,930002215,93066,,930661103,H,Plaine 3,794465.47893095,136902.61323043,739926.49519863,Plaine Commune,T6,930661103,930661103,93,00851,93066,Saint-Denis,Plaine 03,H,00,1,88.0862427067,3860.51009973828,2973.55173053219,77.024840078356,2255.54864256077,58.426181625938,2259.8531721878,1309.7136805099,57.9556980351047,0,183.814731886568,372.828822936507,599.346725687068,974.254263611774,703.734689360477,3964.65958209344,880856.595266357
2173,930002247,93066,,930661104,A,Plaine 4,273174.29411589,84343.67280005,243022.24897644,Plaine Commune,T6,930661104,930661104,93,00851,93066,Saint-Denis,Plaine  04,A,00,3,40.4276003859,919.955411803045,680.370821955016,73.9569345672459,497.713872574641,54.101956050148,501.981586087593,302.810586503486,60.3230466805703,0,52.3370244556154,64.4470953741781,132.546463457683,231.366207283477,159.812479293211,3425.02342746225,404285.02142327
2174,930002229,93066,,930661501,H,Pleyel 1,1674879.3697298,261021.14578672,1573518.75999433,Plaine Commune,T6,930661501,930661501,93,00851,93066,Saint-Denis,Pleyel 01,H,00,1,200.705808341,4584.88789064499,3425.78325033501,74.7190189170161,2658.62810851254,57.9867637317197,2717.35070263419,1556.19115290342,57.2686901030057,0,181.852412198293,549.628754142671,660.443172576608,1107.29349108233,830.541529544788,7505.8086329709,2007107.01294556
2175,930001119,93070,,930700101,H,0101,202818.21681965,69258.27108934,195409.03347891,Plaine Commune,T6,930700101,930700101,93,00851,93070,Saint-Ouen,Secteur 1,H,00,2,28.4449207329,1450.16834316594,799.039509252079,55.0997760375636,647.487376349025,44.6491181110368,650.423350244893,342.75961920422,52.6979265235737,0,26.1737168773138,44.5245210941003,177.414081064636,359.015144192465,175.617641411217,2758.88268806326,284454.550227939
2176,930001120,93070,,930700102,H,0102,60822.30521409,44574.65785662,60822.30521409,Plaine Commune,T6,930700102,930700102,93,00851,93070,Saint-Ouen,Secteur 2,H,00,1,7.72980723717,1691.07247729691,1146.40907626421,67.7918357524622,956.735609365447,56.5756714871701,962.904013272951,455.799167639422,47.33588824603,0,41.9822683636294,130.998646396611,260.315247250846,451.214296091206,230.385862371984,1522.35943695129,77299.0749315168
2177,930001121,93070,,930700103,H,0103,201628.26693817,73257.42064657,149795.84260771,Plaine Commune,T6,930700103,930700103,93,00851,93070,Saint-Ouen,Secteur 3,H,00,1,23.1485692513,2333.00738700338,1806.9245834989,77.4504441591074,1542.57117903975,66.1194296954672,1558.85447358208,928.046835419336,59.533898201978,0,76.956875090788,521.644474573318,458.383843583411,504.892737927869,229.658672562141,3044.78813947844,231488.141643796
2178,930002341,93070,,930700104,H,0104,82243.45347402,50848.87521744,77732.0535462,Plaine Commune,T6,930700104,930700104,93,00851,93070,Saint-Ouen,Secteur 4,H,00,1,12.5825226975,1749.79424131141,1353.42977938177,77.3479388277915,1127.66361387586,64.4454980621441,1136.4595666422,638.123049313723,56.1500882252353,0,44.2523316485588,266.343701920013,349.332273614531,455.97980918997,216.21050847862,2280.79706767775,125825.946448138
2179,930002342,93070,,930700105,H,0105,107463.92437918,36265.59449047,104938.08729291,Plaine Commune,T6,930700105,930700105,93,00851,93070,Saint-Ouen,Secteur 5,H,00,1,13.5187638776,1368.62893226585,1023.96674902938,74.8169737530054,780.082870728082,56.9973973468914,785.159464391492,537.16179501376,68.4143564938195,0,34.4015729615639,43.8624079463081,208.986159884465,459.942890892341,258.676581678507,1954.18532723023,135188.273160878
2180,930002346,93070,,930700106,H,0106,161651.26608336,79390.17023844,160305.21488696,Plaine Commune,T6,930700106,930700106,93,00851,93070,Saint-Ouen,Secteur 6,H,00,1,19.9856481642,1904.81676652685,1465.18613754918,76.9200567370439,1203.9515639496,63.2056366316443,1210.05021169938,659.606253389842,54.5106514599505,4.93447000905295,78.0176557411887,303.986047710393,415.858355541761,387.199318911938,250.692045178207,3227.0376223512,199856.075348871
2181,930002344,93070,,930700107,H,0107,49499.92009134,40553.92206946,49499.92009134,Plaine Commune,T6,930700107,930700107,93,00851,93070,Saint-Ouen,Secteur 7,H,00,1,6.29741604211,1338.81088041369,1035.29813802276,77.3296776392234,895.485696097758,66.8866461423629,905.115354753945,556.486730602343,61.4824096928091,0,42.5705974823667,203.926306492559,295.686393702805,310.460990155467,174.379223600179,1254.09305299499,62974.0866865264
2182,930002348,93070,,930700108,H,0108,78312.4526676,54397.78749361,78194.36241685,Plaine Commune,T6,930700108,930700108,93,00851,93070,Saint-Ouen,Secteur 8,H,00,1,10.5921551975,1954.25423095747,1554.36173708366,79.5373351358752,1236.70014523577,63.2824596536686,1244.98874518245,781.225251881834,62.7495834725276,0,66.2756607351171,246.778122913434,316.06517560051,503.798408844694,350.260708584544,1839.41015826647,105921.497587742
2183,930002350,93070,,930700109,H,0109,1120433.97102219,471072.88906256,977511.47197385,Plaine Commune,T6,930700109,930700109,93,00851,93070,Saint-Ouen,Secteur 9,H,00,1,134.368516811,2720.82746253391,2051.10917589681,75.3854922497219,1701.71887362715,62.544167061675,1718.38304274784,965.746889277016,56.2009089505855,0,82.4988317813371,366.940852646604,517.391782895774,700.664279102048,354.611638552258,5307.69733837741,1343689.59399902
2184,930002339,93070,,930700110,H,0110,134990.87044905,60770.43715312,116479.84807528,Plaine Commune,T6,930700110,930700110,93,00851,93070,Saint-Ouen,Secteur 10,H,00,2,15.720706583,1585.68517354765,1253.00342945346,79.0196850141521,1025.09993146889,64.6471284823481,1048.24861239464,601.772770486431,57.4074473718335,0,52.1892006193062,258.628011701795,365.461264580776,309.687691735828,236.829073947362,2162.04672774097,157205.065405556
2185,930002351,93070,,930700111,H,0111,148488.07073957,38002.46913079,148482.87322745,Plaine Commune,T6,930700111,930700111,93,00851,93070,Saint-Ouen,Secteur 11,H,00,1,18.1754543333,1788.39007289961,1411.67645994189,78.9356014291149,1221.50470860719,68.3019173007765,1221.50470860719,794.893886307766,65.0749752093988,0,53.3630255818309,237.788432784594,359.202672130149,413.826403238071,322.767020115176,2095.9983138221,181753.400738044
2186,930002338,93070,,930700112,H,0112,67189.42731725,50437.86232806,67075.50768333,Plaine Commune,T6,930700112,930700112,93,00851,93070,Saint-Ouen,Secteur 12,H,00,1,8.24848557197,1410.0751544868,1121.82282374924,79.5576618862939,790.403723005839,56.0540138935723,797.989176620601,534.191340633031,66.9421787016304,0,78.7631846568866,141.964173744448,177.157809868802,402.640659410618,277.822100912054,1202.13830472496,82483.7596567002
2187,930001131,93070,,930700113,H,0113,85496.97788098,56883.60691903,78187.13752614,Plaine Commune,T6,930700113,930700113,93,00851,93070,Saint-Ouen,Secteur 13,H,00,2,11.0009894865,2098.48960450817,1554.37138177516,74.0709593431348,1237.10976690092,58.9523895778774,1250.16988384004,806.386791624996,64.5021770279799,0,37.4496355876384,206.970298094965,387.282024349497,579.865152363356,301.293037448186,1626.54453998017,110008.576227633
2188,930002349,93070,,930700114,H,0114,109400.41811361,79602.63317931,100423.58680185,Plaine Commune,T6,930700114,930700114,93,00851,93070,Saint-Ouen,Secteur 14,H,00,1,13.5877626337,2178.28737324043,1767.4653953626,81.1401386738658,1486.40923032392,68.2375176289405,1492.90220974495,932.23029900998,62.4441636514989,0,71.8412084991408,421.55752223628,497.114956460403,379.14399958778,373.429966745262,1624.33182350894,135876.562912607
2189,930001133,93070,,930700115,H,0115,117482.48677085,104088.9991437,113934.32708408,Plaine Commune,T6,930700115,930700115,93,00851,93070,Saint-Ouen,Secteur 15,H,00,1,14.4636324777,1542.2758387629,1099.25501267503,71.2748643949948,842.841970715468,54.6492365069748,851.204035535066,469.083631632891,55.1082480874313,0,52.7796891582275,72.2128903438244,199.617821980676,431.390870261357,292.215600572888,2001.6206825337,144634.46997132
2190,930001134,93070,,930700116,H,0116,205400.36059913,88781.57636713,205371.20399447,Plaine Commune,T6,930700116,930700116,93,00851,93070,Saint-Ouen,Secteur 16,H,00,2,23.994885493,1502.99484441557,1241.14324679765,82.578010923268,936.735239176947,62.3245809962301,948.542981760868,610.895524564831,64.4035680313368,0,63.5574023616304,185.037767473502,278.47319349463,399.291701567195,279.285146593191,2507.66733361313,239946.594785485
2191,930001135,93070,,930700117,H,0117,537718.32753907,139296.77246552,270900.27324242,Plaine Commune,T6,930700117,930700117,93,00851,93070,Saint-Ouen,Secteur 17,H,00,1,59.6782289916,2671.35850029769,2037.40205809268,76.2683877085626,1564.40623990084,58.5621974634446,1577.3531995294,828.534973028639,52.5269149151775,0,157.962957758297,267.936154212524,477.615380355438,647.920164215369,410.814237294637,3907.87506923077,596780.390940599
2192,930002347,93070,,930700118,H,0118,71913.51316006,50618.02200978,71884.79921891,Plaine Commune,T6,930700118,930700118,93,00851,93070,Saint-Ouen,Secteur 18,H,00,1,9.23717472306,2017.08363337385,1669.20269427314,82.7532714387835,1369.96013827731,67.9178649615964,1386.37252512625,774.835409556483,55.8894089080365,0,74.4253509878704,254.338465088143,383.939536124884,489.196704219541,434.989484063834,1395.44075471522,92371.5484387935
2193,930001832,93071,,930710101,H,Rougemont Est,63575.56719732,61432.72105799,63283.55273725,Territoire des aéroports,T7,930710101,930710101,93,00851,93071,Sevran,Rougemont Est,H,00,1,7.87796171042,1337.60854208118,981.556187098521,73.3814233550964,757.935446153355,56.6634723320537,765.711054447565,399.160161488209,52.12934555009,0,18.0146231078322,33.8847428108516,223.307900468253,365.698799074775,280.535615701287,1539.144041946,78783.89130443
2194,930001831,93071,,930710102,H,Rougemont Ouest 2,57017.64931586,56397.55918226,56397.55918226,Territoire des aéroports,T7,930710102,930710102,93,00851,93071,Sevran,Rougemont Ouest 2,H,00,1,7.31007386156,700.916109038204,453.300559278445,64.6725839844748,350.765121400476,50.0438093628345,350.765121400476,231.89718469763,66.1118140172402,0,6.69385029499654,16.7738947748416,56.8258043283194,203.732764098865,155.068010085718,1821.57821248208,73104.6583920259
2195,930001830,93071,,930710103,H,Rougemont Ouest 1,266231.40770184,94401.24945108,237027.25022957,Territoire des aéroports,T7,930710103,930710103,93,00851,93071,Sevran,Rougemont Ouest 1,H,00,1,29.0676562282,1447.528946376,915.871274070969,63.2713616099992,619.911968404228,42.8255317419542,628.911895020723,272.558111233822,43.3380435943005,0,18.7064393143414,28.3581431765361,115.459378143144,394.742868859068,295.54100862465,2737.19410085397,290693.077335858
2196,930001826,93071,,930710104,H,Savigny 1,311725.02601716,265307.41422037,266464.45966111,Territoire des aéroports,T7,930710104,930710104,93,00851,93071,Sevran,Savigny 1,H,00,1,38.0337491759,1545.96973337239,1121.5289561862,72.5453372065495,932.189137294273,60.2980198881893,943.053867557286,454.871061888333,48.2338366382556,0,49.4042945756845,70.7493250966214,269.1641920913,306.993447832661,418.684551909339,3459.67070038124,380362.946325044
2197,930001827,93071,,930710105,H,Savigny 2,80438.74882697,79776.91374338,79811.57653704,Territoire des aéroports,T7,930710105,930710105,93,00851,93071,Sevran,Savigny 2,H,00,1,9.9619205681,973.961549859153,654.719482274162,67.2223130747659,499.206190183158,51.2552256560178,501.946095698684,282.91125669147,56.3628762362763,0,27.9156006870677,24.4202355648461,100.030373314964,282.193208865073,200.092955708853,1557.33048475808,99626.1964761788
2198,930001804,93071,,930710106,H,Beaudottes Anciennes 1,79129.09946671,79129.09946671,79129.09946671,Territoire des aéroports,T7,930710106,930710106,93,00851,93071,Sevran,Beaudottes Anciennes 1,H,00,1,8.6641855997,2225.56354232828,1531.13634582691,68.7976917623801,1115.04800468207,50.1018274012327,1121.92050077332,639.747579965672,57.0225412161294,0,53.887937120428,38.1356436081542,205.646764391475,619.355344195296,548.694427303409,1399.74030539476,86648.3981166015
2199,930001143,93071,,930710107,H,Beaudottes Anciennes 2,67024.04699398,59838.49157974,56938.68302377,Territoire des aéroports,T7,930710107,930710107,93,00851,93071,Sevran,Beaudottes Anciennes 2,H,00,1,8.09335632446,1811.04732027101,1261.78887662276,69.6717784510424,861.958926647516,47.5945005411857,883.541776604327,639.424803017188,72.3706359958052,0,88.9757868277533,85.7802508672641,152.895644101122,473.873039496398,342.569425661789,1266.53553230712,80939.8694083878
2200,930001807,93071,,930710108,H,Beaudottes Anciennes 4,641485.62829329,250373.3621684,517526.84449104,Territoire des aéroports,T7,930710108,930710108,93,00851,93071,Sevran,Beaudottes Anciennes 4,H,00,1,74.1751683231,2042.12699994706,1450.74020169619,71.0406454512281,1107.0872904344,54.2124603642723,1117.62925214304,711.816200826102,63.6898326937311,0,45.6890083465784,69.3646586351609,214.351846778097,587.763807818669,451.653886909739,4570.79079557201,741807.850713723
2201,930001815,93071,,930710109,H,Centre Ville 2,338426.54544958,280049.65859126,297659.00343823,Territoire des aéroports,T7,930710109,930710109,93,00851,93071,Sevran,Centre Ville 2,H,00,1,40.1733453407,1733.29483027993,1351.049211891,77.94687829726,1146.90540918264,66.1690895943777,1157.06679916414,558.000215535945,48.2254106624649,0,32.2428151180053,189.730741386677,365.913818943032,482.6569556961,256.256508329388,2676.74305847651,401758.44493812
2202,930001838,93071,,930710110,H,Trefles 3,858794.89285947,267293.80256681,429629.8157341,Territoire des aéroports,T7,930710110,930710110,93,00851,93071,Sevran,Trefles 3,H,00,1,94.9494114445,1048.12565865487,792.856950021917,75.6452190130948,719.406298845417,68.6374093511537,728.994165738065,293.079556217788,40.2032787081447,0,43.599545544169,113.972556113371,265.410689787487,205.5749334497,160.027736308863,6291.21738280036,949547.186812432
2203,930001792,93071,,930710111,H,Butte Montceleux,86127.28388976,85617.6679541,82680.70179301,Territoire des aéroports,T7,930710111,930710111,93,00851,93071,Sevran,Butte Montceleux,H,00,1,12.0470994901,2149.3290455473,1549.09436314821,72.0733926877053,1216.06846916337,56.5789808537069,1229.63646202621,740.647002350901,60.2330058699181,0,36.0859437461222,71.4183611583163,248.037788967025,674.253196283972,454.386935857341,1704.28197147292,120480.772458166
2204,930001148,93071,,930710112,H,Pont Blanc 1,387794.3138606,78964.62657866,368676.00909834,Territoire des aéroports,T7,930710112,930710112,93,00851,93071,Sevran,Pont Blanc 1,H,00,1,42.1967950267,1355.30921832259,985.871226703054,72.7414241248374,746.722828618713,55.0961226060943,746.722828618713,383.676919412573,51.3814369546326,0,43.1211032372317,22.8611328055584,138.691047200075,414.029852386474,336.364445592422,3817.32370830029,422001.392743291
2205,930001814,93071,,930710113,H,Pont Blanc 2,234617.2499284,225471.97489149,228713.17853624,Territoire des aéroports,T7,930710113,930710113,93,00851,93071,Sevran,Pont Blanc 2,H,00,1,28.2252307133,1572.17024446578,1092.92354482632,69.5168699874292,820.580319376715,52.194113345247,827.30961426169,376.483767063723,45.5069976915118,0,22.0116505258877,80.1617247397342,210.283042723921,434.860454386765,301.470330739226,2355.84844689928,282272.407534268
2206,930001150,93071,,930710114,H,Sablons 1,119578.19400051,119559.65444723,119559.65444723,Territoire des aéroports,T7,930710114,930710114,93,00851,93071,Sevran,Sablons 1,H,00,1,15.4949088253,1265.6217920523,908.22598810239,71.7612476180291,808.190208319549,63.8571659712817,814.632071624915,302.281901903629,37.1065555153849,0,9.2739421050513,114.639256024143,257.32343801413,366.394109146314,143.986619162126,2142.30818020103,154960.512835075
2207,930001778,93071,,930710115,H,Sablons 2,558704.17974769,147586.06199254,262047.15185474,Territoire des aéroports,T7,930710115,930710115,93,00851,93071,Sevran,Sablons 2,H,00,1,60.549849309,1320.43578634271,975.808184902195,73.9004649067373,831.116844589776,62.942617368147,834.376304444593,329.824394533582,39.5294536501886,3.4020198830234,27.8979947207563,159.981796137412,274.440151042618,323.334933461455,168.548318794549,4225.70453726454,605539.619800954
2208,930001808,93071,,930710116,H,Centre Ville 1,412732.99825888,313350.21796715,359667.21400761,Territoire des aéroports,T7,930710116,930710116,93,00851,93071,Sevran,Centre Ville 1,H,00,1,48.183416404,1679.17209151846,1263.41643541658,75.2404379395134,1071.96248669663,63.8387507814795,1069.62151490073,439.113585652398,41.0531743738486,0,59.7225513954559,143.518681325906,299.950214200383,406.233759488563,314.928478179602,5005.03697056464,481863.206265248
2209,930001835,93071,,930710117,H,Perrin 2,250940.49204701,214122.94088762,226214.8346701,Territoire des aéroports,T7,930710117,930710117,93,00851,93071,Sevran,Perrin 2,H,00,1,28.9579641962,1559.04934275365,1118.72226969209,71.7566942247098,905.218100674809,58.0621841689743,908.22048134963,421.282303852476,46.3854661399448,0,45.0588162322617,68.7997185914999,199.185877499313,462.492900826513,298.356350194546,3898.12575748726,289595.587541612
2210,930001154,93071,,930710118,H,Perrin 1,248132.09723597,220639.00304455,229008.34697375,Territoire des aéroports,T7,930710118,930710118,93,00851,93071,Sevran,Perrin 1,H,00,1,31.0858895074,1493.17139784498,1035.26770979344,69.3334811587998,868.054072638252,58.1349250254238,881.434059701768,312.742466407519,35.4810961710891,0,76.6366131240418,66.472194492815,240.685033866384,358.03345579187,269.070285024233,2413.70074903555,310877.623940758
2211,930001834,93071,,930710119,H,Freinville,597475.41847423,383244.72050695,460902.49713547,Territoire des aéroports,T7,930710119,930710119,93,00851,93071,Sevran,Freinville,H,00,1,72.1802865418,2287.03814647397,1479.4034244988,64.6864341453886,1227.5470156488,53.6740944851034,1271.83104566419,580.160841551273,45.6161880565115,0,60.0989035712017,97.8911326333619,361.473569633512,488.0692112994,446.417180949271,4669.04823388971,721834.748667375
2212,930001156,93071,,930710120,H,Trefles 1,222027.35853324,216979.30069259,221942.08718375,Territoire des aéroports,T7,930710120,930710120,93,00851,93071,Sevran,Trefles 1,H,00,1,27.102455495,1008.35260418538,722.059543276698,71.6078423638353,631.018766702528,62.5791775697657,637.907147076219,237.675809763835,37.2586842541578,0,55.4153347294995,117.107860154887,211.014749242202,206.611816523045,118.454598354609,2688.35746132403,271036.314456707
2213,930001839,93071,,930710121,H,Trefles 2,355564.44959879,316941.77750967,344251.18908898,Territoire des aéroports,T7,930710121,930710121,93,00851,93071,Sevran,Trefles 2,H,00,1,43.3807669214,1644.82016499877,1271.52396462962,77.3047407666344,1134.25326096927,68.9591047766685,1154.26057809267,487.442417957497,42.2298419619388,0.985473543108628,69.3591886563347,238.172625110074,396.582969784498,345.868943491443,213.488538798795,4343.47187958762,433828.29725174
2214,930002087,93072,,930720101,A,Pave d'Amiens,580982.60109149,85421.21226045,553125.82431325,Plaine Commune,T6,930720101,930720101,93,00851,93072,Stains,Pave d'Amiens,A,00,3,62.6933545376,616.232939009591,407.125159975357,66.0667637516566,339.406019127969,55.0775522764917,339.406019127969,162.975128296173,48.017748393179,0,28.95886325574,32.4583896316812,55.0581913534089,152.716842235709,125.327924823903,4150.68261577763,626990.002664765
2215,930001159,93072,,930720102,H,Clos Saint-Lazare 1,207080.49651855,89287.9645701,157986.34875816,Plaine Commune,T6,930720102,930720102,93,00851,93072,Stains,Clos Saint-Lazare 1,H,00,2,22.8256929268,466.142528638522,296.726231692894,63.6556875768346,224.153666707378,48.0869375643692,224.153666707378,119.912436225876,53.4956389459452,0,21.0312973363099,3.35186301297438,56.4096182166438,130.484081581376,78.9428139321694,2135.14416365041,228274.312025512
2216,930001160,93072,,930720103,H,Clos Saint-Lazare 2,87087.09663673,67617.37187889,80776.62871042,Plaine Commune,T6,930720103,930720103,93,00851,93072,Stains,Clos Saint-Lazare 2,H,00,2,11.4410106155,1341.79242688719,832.049657156977,62.0103110201064,606.421196996361,45.1948591186487,611.777469464644,376.791935609072,61.5897044948053,0,19.4850273690599,36.288714021966,91.7913620146632,409.061500541296,246.616903130415,1465.10844470614,114419.399757633
2217,930001161,93072,,930720104,H,Clos Saint-Lazare 3,90245.4740973,87340.72443715,87340.72443715,Plaine Commune,T6,930720104,930720104,93,00851,93072,Stains,Clos Saint-Lazare 3,H,00,2,11.7795502936,2673.18950644924,1437.52226071992,53.7755462997218,1042.31908980866,38.9915899076364,1051.86443508066,591.032908977591,56.1890762027969,0,50.0199903211579,34.9079877783791,191.304883454815,638.23947710696,418.552619313629,1421.93680578434,117804.284227315
2218,930001162,93072,,930720105,H,Cité Jardin 1,112969.51037482,103907.13361884,108113.31108299,Plaine Commune,T6,930720105,930720105,93,00851,93072,Stains,Cite Jardin 1,H,00,1,14.6522580672,1374.88622839397,935.964570056351,68.0757833431547,685.685454230422,49.872159606354,689.826440311012,368.155858438466,53.3693458129092,0,35.2735812371465,14.2812336735453,163.361328322627,394.938816486079,285.987764640369,1725.21204861659,146533.80650321
