OBJECTID,N_SQ_IR,C_CAINSEE,N_QU,C_IR,C_TYPEIR,L_IR,M2_IP,M2_POP,M2_EMP,NOM_EPT,EPT,IRIS,IRIS_NUM,DEP,UU2010,COM,LIBCOM,LIBIRIS,TYP_IRIS,MODIF_IRIS,LAB_IRIS,SHAPE_ha,P12_RP_VOIT1P,TX12_RP_VOIT1P,C12_MEN,C12_MENPSEUL,TX12_MENPSEUL,C12_NE24F1,C12_NE24F2,C12_NE24F3,C12_NE24F4P,C12_NE24F,TX12_NE24F,SHAPE_Length,SHAPE_Area
69,750004563,75104,16,751041699,D,Seine et Berges,12246.01992084,7.06303931,544.10844337,Paris,T1,751041699,751041699,75,00851,75104,Paris 4e Arrondissement,Seine et Berges,D,00,3,13.9998573608,,,,,,,,,,0,,4549.03582854983,139983.798140154
70,750004687,75105,17,751051701,H,Saint-Victor 1,43576.05081537,30576.9322391,41397.8104699,Paris,T1,751051701,751051701,75,00851,75105,Paris 5e Arrondissement,Saint-Victor 1,H,00,1,6.10357106879,388.177856689254,,1376.63391687733,869.065652632481,63.1297574451612,105.420880970267,87.8354179510015,15.1676924385429,6.42116090912599,214.845152268938,15.6065566622301,1513.21631500589,61028.5697447717
71,750004719,75105,17,751051702,H,Saint-Victor 2,36904.85636217,22604.90790232,26061.1351021,Paris,T1,751051702,751051702,75,00851,75105,Paris 5e Arrondissement,Saint-Victor 2,H,00,1,4.80152238726,301.907609335543,,1007.93493501923,657.3861333959,65.2210882425025,75.6146095301675,41.2807436320262,14.5344592901457,0,131.429812452339,13.0395135525124,1010.52205489479,48009.4922010297
72,750004680,75105,17,751051703,H,Saint-Victor 3,73158.31595289,39678.52868087,60245.30884611,Paris,T1,751051703,751051703,75,00851,75105,Paris 5e Arrondissement,Saint-Victor 3,H,00,1,9.19930252179,450.913180419895,,1436.87632435776,798.616051887242,55.580013279445,166.826206531189,105.642667569213,25.2834637771744,39.26340942202,337.015747299597,23.4547498338267,1364.67067774268,91982.2442185501
73,750004662,75105,17,751051704,H,Saint-Victor 4,56403.34475165,42077.60804854,55677.73275233,Paris,T1,751051704,751051704,75,00851,75105,Paris 5e Arrondissement,Saint-Victor 4,H,00,1,8.65531989493,663.420806732819,,1892.91510443808,1032.82809232398,54.5628322106176,167.084897042797,130.058622152659,54.1830476989558,6.51518348931217,357.841750383724,18.9042683184649,1453.03646295344,86543.4821004898
74,750004631,75105,17,751051705,H,Saint-Victor 5,43328.16512558,36392.14376778,42727.09796394,Paris,T1,751051705,751051705,75,00851,75105,Paris 5e Arrondissement,Saint-Victor 5,H,00,1,6.80667881194,480.004257214733,,1381.64532527603,795.868938334945,57.6029841939315,101.579843627844,69.1730813979105,20.1939177187011,0,190.946842744456,13.8202503385815,1359.78023661318,68059.3354695553
75,750004669,75105,17,751051706,A,Saint-Victor 6,135600.87796267,1528.80246787,135599.34269692,Paris,T1,751051706,751051706,75,00851,75105,Paris 5e Arrondissement,Saint-Victor 6,A,00,3,15.2247764159,3.84982610402091,,4.81228263002613,0.962456526005227,20,0,0,0,0,0,0,1553.09231748882,152230.237724072
76,750004628,75105,17,751051799,D,Seine et Berges,33484.07269831,1.94004876,3105.15981467,Paris,T1,751051799,751051799,75,00851,75105,Paris 5e Arrondissement,Seine et berges,D,00,3,9.63016263742,,,,,,,,,,0,,2247.9789376754,96290.9552144968
77,750003917,75105,18,751051801,H,Jardin des Plantes 1,28581.54686649,24002.66751072,28557.51595264,Paris,T1,751051801,751051801,75,00851,75105,Paris 5e Arrondissement,Jardin des Plantes 1,H,00,1,4.1131914065,347.980420609753,,1079.99095945414,578.264849190791,53.5434897976429,109.041020065143,46.6354785234111,13.9670968951304,1.12093808693572,170.76453357062,15.8116632436378,995.822858475096,41126.6097971122
78,750003926,75105,18,751051802,H,Jardin des Plantes 2,50435.13749806,35749.97262271,48868.29877579,Paris,T1,751051802,751051802,75,00851,75105,Paris 5e Arrondissement,Jardin des Plantes 2,H,00,2,7.3082329788,471.188072381308,,1379.6538277263,776.791396225786,56.303355277603,99.0572965409627,117.690526681608,36.5567162316891,4.7309585527171,258.035498006977,18.702916109922,1220.45425719761,73072.757520845
79,750003904,75105,18,751051803,H,Jardin des Plantes 3,32436.42482452,27880.14320022,30775.82831537,Paris,T1,751051803,751051803,75,00851,75105,Paris 5e Arrondissement,Jardin des Plantes 3,H,00,1,5.81395610371,405.426735374837,,1252.49946954742,742.288733632571,59.2645946509496,98.4424032164698,42.1902064802189,11.6944861316314,3.20811155041242,155.535207378733,12.4179858882443,1394.75313430665,58132.0050078438
80,750003906,75105,18,751051804,H,Jardin des Plantes 4,53099.56452567,50372.61718836,52817.58212567,Paris,T1,751051804,751051804,75,00851,75105,Paris 5e Arrondissement,Jardin des Plantes 4,H,00,1,7.17989613933,478.590052952778,,1314.70341024207,713.797866012171,54.2934520783469,133.018645084882,84.8621775578981,14.6571508774412,12.0458132650823,244.583786785304,18.6037234618772,1227.23979048104,71789.735528113
81,750004765,75105,18,751051805,H,Jardin des Plantes 5,92608.15408724,55011.46988261,92608.15408724,Paris,T1,751051805,751051805,75,00851,75105,Paris 5e Arrondissement,Jardin des Plantes 5,H,00,1,11.1326965366,694.087549247433,,1840.1263612211,1004.61590587153,54.5949412520163,135.096727755745,129.690635311044,44.0548683021219,13.1248622034476,321.967093572358,17.4970100074379,1597.32431313216,111312.954935108
82,750004776,75105,18,751051806,H,Jardin des Plantes 6,26356.68231258,24882.63025794,25755.45714181,Paris,T1,751051806,751051806,75,00851,75105,Paris 5e Arrondissement,Jardin des Plantes 6,H,00,1,4.03694923694,323.820724859395,,1171.05996050458,718.786094581755,61.379102592838,103.856072528809,100.382687552495,17.9444262716481,0,222.183186352952,18.9728275106613,896.5825172172,40364.4138541011
83,750004743,75105,18,751051807,H,Jardin des Plantes 7,44620.63117601,33180.66374869,41188.45515445,Paris,T1,751051807,751051807,75,00851,75105,Paris 5e Arrondissement,Jardin des Plantes 7,H,00,1,6.19190300275,525.368778885709,,1290.87552424335,723.270783297116,56.0294753222673,116.343945379498,99.0182302107439,24.1773045090937,10.8953637790889,250.434843878425,19.4003867278541,1113.35706383833,61911.3977329246
84,750004752,75105,18,751051808,H,Jardin des Plantes 8,30188.39539335,22309.65203353,30182.99514224,Paris,T1,751051808,751051808,75,00851,75105,Paris 5e Arrondissement,Jardin des Plantes 8,H,00,1,4.28525860704,400.101736534895,,1022.93171398093,472.06129702245,46.1478797235971,119.818667553437,99.4775007832148,26.0114619588202,0,245.307630295472,23.980841237272,1022.59101065747,42847.3118181711
85,750004715,75105,18,751051809,D,Jardin des Plantes 9,227809.65268617,6.25014579,18749.75840734,Paris,T1,751051809,751051809,75,00851,75105,Paris 5e Arrondissement,Jardin des Plantes,D,00,3,24.6332690573,,,,,,,,,,0,,2041.86137503686,246302.867333224
86,750004698,75105,18,751051899,D,Seine et Berges,16245.97965725,0.4984406,1590.28696117,Paris,T1,751051899,751051899,75,00851,75105,Paris 5e Arrondissement,Seine et berges,D,00,3,5.15221056717,,,,,,,,,,0,,1071.53354561942,51516.0658832421
87,750003918,75105,19,751051901,H,Val-de-Grace 1,53322.98151734,46004.75218702,53322.98151734,Paris,T1,751051901,751051901,75,00851,75105,Paris 5e Arrondissement,Val de Grace 1,H,00,1,7.13502081952,614.250541186062,,1657.03194965088,915.727748700525,55.2631317032518,157.53118760734,59.1601936574426,45.2932517710428,3.25196732894426,265.236600364769,16.0067281998185,1077.52394741957,71340.8631109443
88,750004782,75105,19,751051902,H,Val-de-Grace 2,119120.54616706,38495.95557943,119078.5408768,Paris,T1,751051902,751051902,75,00851,75105,Paris 5e Arrondissement,Val de Grace 2,H,00,1,13.5208562538,357.509337254223,,998.746791384456,642.695963894995,64.3502406655139,84.5490193501287,32.9960411311966,16.5481970929521,3.18198413315591,137.275241707433,13.7447492088704,1533.52800744597,135191.147656207
89,750003902,75105,19,751051903,H,Val-de-Grace 3,42882.46003603,38607.37340481,42301.82353368,Paris,T1,751051903,751051903,75,00851,75105,Paris 5e Arrondissement,Val de Grace 3,H,00,1,6.17689399262,484.811414908638,,1455.5144883804,829.941087887637,57.0204621467659,166.261624513661,109.304859923292,25.0197290879652,25.6889331060546,326.275146630973,22.4164822291828,993.777929813638,61761.0635452092
90,750004751,75105,19,751051904,H,Val-de-Grace 4,48320.318723,25433.95576602,48320.318723,Paris,T1,751051904,751051904,75,00851,75105,Paris 5e Arrondissement,Val de Grace 4,H,00,2,6.22720871712,408.200562348183,,724.062573097034,362.757566976945,50.1003063071361,38.3444734455942,55.9914133755246,41.7490979408563,7.01350680217319,143.098491564148,19.7632769433273,1003.52187079417,62264.3822703056
91,750004705,75105,19,751051905,H,Val-de-Grace 5,51164.023908,44129.32174944,51164.023908,Paris,T1,751051905,751051905,75,00851,75105,Paris 5e Arrondissement,Val de Grace 5,H,00,1,7.15009400594,561.889355285091,,1305.20671123661,637.405792113008,48.8356201838023,104.78609016514,85.2370065828314,83.0768088773348,15.003656980483,288.103562605789,22.0734049346733,1190.51828776814,71492.4511085395
92,750004726,75105,19,751051906,H,Val-de-Grace 6,76001.40194342,39915.715587,76001.40194342,Paris,T1,751051906,751051906,75,00851,75105,Paris 5e Arrondissement,Val de Grace 6,H,00,1,9.6573571544,485.106050172716,,1367.59872340174,760.134895143193,55.5817201446671,128.34940279395,79.1394106394956,17.9290130771717,3.18117941384915,228.599005924467,16.715356779206,1304.4853869459,96561.8326973778
93,750004732,75105,19,751051907,H,Val-de-Grace 7,96354.81805744,35816.09192775,95141.56710336,Paris,T1,751051907,751051907,75,00851,75105,Paris 5e Arrondissement,Val de Grace 7,H,00,2,12.2071297384,427.124291563212,,1082.12175655336,596.603315588238,55.1327345536849,139.217826412072,86.457962961755,20.3585869819501,8.14271889860645,254.177095254383,23.4887704378069,1572.89056066706,122056.256199969
94,750004742,75105,19,751051908,H,Val-de-Grace 8,65780.38659745,53438.40526258,65579.15281065,Paris,T1,751051908,751051908,75,00851,75105,Paris 5e Arrondissement,Val de Grace 8,H,00,1,8.29856764285,613.339617482679,,1759.08613697526,1015.73577641419,57.7422421258311,149.316593395059,110.053067693867,22.1959837227039,3.40839437069101,284.974039182322,16.2001185270172,1582.10288472662,82975.2401606678
95,750004673,75105,20,751052001,H,Sorbonne 1,73919.32517666,35113.91546948,70220.77481546,Paris,T1,751052001,751052001,75,00851,75105,Paris 5e Arrondissement,Sorbonne 1,H,00,1,10.468327045,415.386286629487,,1498.90321999277,906.639623364003,60.4868687498301,128.929373410995,84.1232612433865,19.0641223675999,3.25841090091562,235.375167922897,15.7031598026744,1562.7378477418,104671.077791023
96,750004659,75105,20,751052002,H,Sorbonne 2,37161.13838104,25975.49518822,36760.43715316,Paris,T1,751052002,751052002,75,00851,75105,Paris 5e Arrondissement,Sorbonne 2,H,00,2,6.41463941529,304.057443745035,,898.304644536878,463.723214811493,51.6220435496653,88.9214047436823,76.3814407174466,11.3657999252314,9.97278859147213,186.641433977832,20.77707547355,1522.48548577816,64139.0579759152
97,750004602,75105,20,751052003,H,Sorbonne 3,47248.3185544,30745.11074681,40664.48230877,Paris,T1,751052003,751052003,75,00851,75105,Paris 5e Arrondissement,Sorbonne 3,H,00,1,7.73454342819,265.264586386107,,1232.34198066517,757.744308619326,61.4881518692014,74.0820756557274,42.7838057484939,28.2641464769902,3.47271915249317,148.602747033705,12.0585640483898,1193.66282113208,77337.1660409494
98,750004613,75105,20,751052004,H,Sorbonne 4,55561.44936725,44810.72589422,51215.6910951,Paris,T1,751052004,751052004,75,00851,75105,Paris 5e Arrondissement,Sorbonne 4,H,00,1,9.84825120805,540.7162407896,,1885.74056927833,1148.70522104684,60.9153369111874,168.730695337844,140.258390674563,23.5986090785492,6.4820018231778,339.069696914134,17.9807181559388,1328.12851756415,98471.8124971054
99,750004664,75105,20,751052005,A,Sorbonne 5,58958.39521727,2975.59713123,57486.43596747,Paris,T1,751052005,751052005,75,00851,75105,Paris 5e Arrondissement,Sorbonne 5,A,00,3,7.43585096432,93.1738446498644,,159.556252123673,68.1313753564933,42.7005362996896,27.6137574583614,16.6021041516716,6.96150426145472,2.97927256213587,54.1566384336236,33.9420346823178,1123.60164753006,74350.0912156354
100,750004595,75105,20,751052099,D,Seine et Berges,1446.20692761,0,0,Paris,T1,751052099,751052099,75,00851,75105,Paris 5e Arrondissement,Seine et berges,D,00,3,1.42436395736,,,,,,,,,,0,,976.977800766667,14242.157786417
101,750004601,75106,21,751062101,H,Monnaie 1,62271.93806271,47295.30039633,61687.03460564,Paris,T1,751062101,751062101,75,00851,75106,Paris 6e Arrondissement,Monnaie 1,H,00,1,9.71206629186,356.192430633814,,1127.85978324084,716.536257519815,63.5306150788435,84.6810973899242,56.3677843693496,14.6870271770199,3.00800359859497,158.743912534889,14.0747914673176,1459.8839323981,97110.4038425987
102,750004545,75106,21,751062102,H,Monnaie 2,65445.13201504,43360.31482815,64375.56418323,Paris,T1,751062102,751062102,75,00851,75106,Paris 6e Arrondissement,Monnaie 2,H,00,1,8.5103453116,320.644691050464,,1229.82405866928,769.952122000617,62.6066888652133,94.3114441422765,34.6801909644172,17.4736264377,0,146.465261544394,11.9094483891358,1255.31333066755,85094.9986100994
103,750004572,75106,21,751062103,H,Monnaie 3,52717.62619708,51013.55872768,52717.62619708,Paris,T1,751062103,751062103,75,00851,75106,Paris 6e Arrondissement,Monnaie 3,H,00,1,7.05674001331,286.621937686237,,1160.05885907806,798.769262039654,68.8559253514485,61.009866952512,57.515087892101,13.0309100871968,0,131.55586493181,11.3404474180183,1240.75284645226,70560.1848916922
104,750004524,75106,21,751062199,D,Seine et Berges,5765.69318462,0,0,Paris,T1,751062199,751062199,75,00851,75106,Paris 6e Arrondissement,Seine et Berges,D,00,3,4.04924967318,,,,,,,,,,0,,1666.26430016953,40488.5134186565
105,750004746,75106,22,751062201,H,Odéon 1,87836.80293173,25241.6164153,65390.62163666,Paris,T1,751062201,751062201,75,00851,75106,Paris 6e Arrondissement,Odeon 1,H,00,1,12.3810991407,433.480820920456,,801.298344192328,348.636929490003,43.5090041077538,67.636422304559,87.1761799439291,53.9869629631068,10.2149620185337,219.014527230129,27.3324572323789,2243.03984871364,123795.928668525
106,750004640,75106,22,751062202,H,Odéon 2,76430.93970823,48340.33538121,71491.34336948,Paris,T1,751062202,751062202,75,00851,75106,Paris 6e Arrondissement,Odeon 2,H,00,2,10.242134021,432.521542012427,,783.721910327302,345.515316556321,44.0864689379457,85.5944002611346,66.7802114005011,40.5621608597309,2.61808531313458,195.554857834501,24.9520723176966,1387.01842793379,102410.097355048
107,750004612,75106,22,751062203,H,Odéon 3,51989.96494677,43050.31627187,51973.66756058,Paris,T1,751062203,751062203,75,00851,75106,Paris 6e Arrondissement,Odeon 3,H,00,2,7.64221105056,465.447966952612,,1442.47129504466,934.662633777016,64.7959260602184,80.5450809604972,65.1042920953955,22.6306159281781,2.71559419451153,170.995583178582,11.8543491136361,1231.98091032127,76414.0084576839
108,750004623,75106,22,751062204,H,Odéon 4,84499.6080689,54723.47045045,83574.87782827,Paris,T1,751062204,751062204,75,00851,75106,Paris 6e Arrondissement,Odeon 4,H,00,1,12.3636643148,546.828883280249,,1444.08019525806,857.867542461647,59.4058103752574,139.606563753901,73.305379196259,36.7368031154982,6.17754876641706,255.826294832075,17.715518547525,1609.04814796932,123623.04467183
109,750004671,75106,22,751062205,D,Jardin du Luxembourg,266976.86031718,7.94580431,42783.04256391,Paris,T1,751062205,751062205,75,00851,75106,Paris 6e Arrondissement,Jardin du Luxembourg,D,00,3,28.9891875644,26.3867403827562,,26.3867403827562,5.30733404870558,20.1136403046355,5.30733404870558,10.6146680974112,5.15740418793388,0,21.0794063340506,79.8863596953645,2054.63487034087,289858.290258876
110,750004772,75106,23,751062301,H,Notre-Dame des Champs 1,38307.14237412,31824.05337987,36549.38193548,Paris,T1,751062301,751062301,75,00851,75106,Paris 6e Arrondissement,Notre Dame des Champs 1,H,00,2,6.03365635728,364.284420522466,,903.992730389354,499.306108431805,55.2334207617744,87.1902812030637,50.791906334467,16.1809193751974,5.03100975952764,159.194116672256,17.6101102719808,1442.97348063973,60328.9756097103
111,750004740,75106,23,751062302,H,Notre-Dame des Champs 2,48701.43942891,27879.11721477,48397.35084385,Paris,T1,751062302,751062302,75,00851,75106,Paris 6e Arrondissement,Notre Dame des Champs 2,H,00,1,5.75576279168,474.641530533893,,939.876428965975,481.635335462432,51.2445381774616,89.1623437440076,71.5095582153839,42.4686320907922,14.4186719377188,217.559205987903,23.1476393367216,1023.30317343589,57550.5621324863
112,750004721,75106,23,751062303,H,Notre-Dame des Champs 3,62009.46394364,45635.45330037,61120.33141212,Paris,T1,751062303,751062303,75,00851,75106,Paris 6e Arrondissement,Notre Dame des Champs 3,H,00,2,7.74725736067,499.056535355983,,1127.95488920933,569.090450568827,50.4532987988327,105.118391220454,86.6383665964927,24.5915157823623,14.6027639076868,230.951037506996,20.4752015986106,1306.83413630475,77463.2627358102
113,750004682,75106,23,751062304,H,Notre-Dame des Champs 4,36208.51838691,32649.75749455,36208.51838691,Paris,T1,751062304,751062304,75,00851,75106,Paris 6e Arrondissement,Notre Dame des Champs 4,H,00,1,4.99148016166,405.684546527099,,936.0773577178,470.434487014009,50.2559412569224,102.129328182954,64.0929579004032,52.5025511494712,6.00221380011161,224.72705103294,24.0073161881444,1049.78678709665,49909.026256266
114,750004686,75106,23,751062305,H,Notre-Dame des Champs 5,93666.65642175,54376.8021702,86866.41232394,Paris,T1,751062305,751062305,75,00851,75106,Paris 6e Arrondissement,Notre Dame des Champs 5,H,00,1,12.9750676876,465.455913350058,,1149.76484205061,567.339553301169,49.343964309199,77.3636216365811,112.983572979108,38.2862851805589,10.251533568348,238.885013364596,20.7768584172868,1696.86802784231,129735.155812075
115,750004700,75106,23,751062306,H,Notre-Dame des Champs 6,73930.20179659,57000.97442428,73434.68863495,Paris,T1,751062306,751062306,75,00851,75106,Paris 6e Arrondissement,Notre Dame des Champs 6,H,00,1,9.38240026067,632.791428537026,,1322.02014123126,630.510621827017,47.6929664051709,146.374068536933,125.810921025926,29.6726721623007,9.60548345637522,311.463145181535,23.5596369122981,1347.49023073304,93812.9399166564
116,750004677,75106,23,751062307,H,Notre-Dame des Champs 7,45714.08321421,34667.16940308,45714.08321421,Paris,T1,751062307,751062307,75,00851,75106,Paris 6e Arrondissement,Notre Dame des Champs 7,H,00,1,6.00891983795,444.279194778764,,994.144193670904,516.598359543812,51.9641278229729,83.185565976541,100.949600161256,18.997376442853,2.81586797693339,205.948410557583,20.7161508228614,992.624564854554,60082.2887105482
117,750004665,75106,23,751062308,H,Notre-Dame des Champs 8,84718.40933772,71726.78690342,84630.4953511,Paris,T1,751062308,751062308,75,00851,75106,Paris 6e Arrondissement,Notre Dame des Champs 8,H,00,1,10.3976477047,654.924088632435,,1694.22870417845,952.355742952046,56.2117582238613,153.084177564761,92.5174012291775,15.7958132976026,6.14074626871364,267.538138360255,15.7911465967039,1532.52320849573,103964.604852857
118,750004641,75106,23,751062309,H,Notre-Dame des Champs 9,57227.0203577,51533.28067259,55374.38488574,Paris,T1,751062309,751062309,75,00851,75106,Paris 6e Arrondissement,Notre Dame des Champs 9,H,00,1,8.04790014778,482.939073854309,,1286.3480526207,754.252409991689,58.6351733074915,102.863412190965,53.4151801540683,19.6317680280757,13.2199076119249,189.130267985034,14.7028844642564,1348.86407659651,80470.056486419
119,750004621,75106,23,751062310,H,Notre-Dame des Champs 10,53915.49023128,51787.58631677,53358.69587062,Paris,T1,751062310,751062310,75,00851,75106,Paris 6e Arrondissement,Notre Dame des Champs 10,H,00,2,7.44664318118,436.871955175232,,1135.32620604121,611.765944521279,53.8845964504295,94.2238719908942,103.138150778387,49.4744308618681,11.6872504908145,258.523704121963,22.770874374812,1349.98539434983,74458.34205397
